date,item_id,sales,price,promo,weekday,month,revenue
2021-01-08,2,24,65.25,0,4,1,1566.0
2021-01-09,2,20,65.25,0,5,1,1305.0
2021-01-10,2,19,65.25,0,6,1,1239.75
2021-01-11,2,21,65.25,0,0,1,1370.25
2021-01-12,2,29,65.25,0,1,1,1892.25
2021-01-13,2,27,65.25,0,2,1,1761.75
2021-01-14,2,31,65.25,0,3,1,2022.75
2021-01-15,2,26,65.25,0,4,1,1696.5
2021-01-16,2,25,65.25,0,5,1,1631.25
2021-01-17,2,22,65.25,0,6,1,1435.5
2021-01-18,2,24,65.25,0,0,1,1566.0
2021-01-19,2,28,65.25,0,1,1,1827.0
2021-01-20,2,29,65.25,0,2,1,1892.25
2021-01-21,2,42,52.2,1,3,1,2192.4
2021-01-22,2,25,65.25,0,4,1,1631.25
2021-01-23,2,24,65.25,0,5,1,1566.0
2021-01-24,2,22,65.25,0,6,1,1435.5
2021-01-25,2,22,65.25,0,0,1,1435.5
2021-01-26,2,44,52.2,1,1,1,2296.8
2021-01-27,2,36,65.25,0,2,1,2349.0
2021-01-28,2,24,65.25,0,3,1,1566.0
2021-01-29,2,26,65.25,0,4,1,1696.5
2021-01-30,2,20,65.25,0,5,1,1305.0
2021-01-31,2,20,65.25,0,6,1,1305.0
2021-02-01,2,28,65.25,0,0,2,1827.0
2021-02-02,2,36,65.25,0,1,2,2349.0
2021-02-03,2,49,52.2,1,2,2,2557.8
2021-02-04,2,29,65.25,0,3,2,1892.25
2021-02-05,2,21,65.25,0,4,2,1370.25
2021-02-06,2,22,65.25,0,5,2,1435.5
2021-02-07,2,19,65.25,0,6,2,1239.75
2021-02-08,2,27,65.25,0,0,2,1761.75
2021-02-09,2,32,65.25,0,1,2,2088.0
2021-02-10,2,26,65.25,0,2,2,1696.5
2021-02-11,2,34,65.25,0,3,2,2218.5
2021-02-12,2,22,65.25,0,4,2,1435.5
2021-02-13,2,22,65.25,0,5,2,1435.5
2021-02-14,2,25,65.25,0,6,2,1631.25
2021-02-15,2,32,65.25,0,0,2,2088.0
2021-02-16,2,30,65.25,0,1,2,1957.5
2021-02-17,2,26,65.25,0,2,2,1696.5
2021-02-18,2,34,65.25,0,3,2,2218.5
2021-02-19,2,22,65.25,0,4,2,1435.5
2021-02-20,2,24,65.25,0,5,2,1566.0
2021-02-21,2,25,65.25,0,6,2,1631.25
2021-02-22,2,19,65.25,0,0,2,1239.75
2021-02-23,2,28,65.25,0,1,2,1827.0
2021-02-24,2,33,65.25,0,2,2,2153.25
2021-02-25,2,24,65.25,0,3,2,1566.0
2021-02-26,2,22,65.25,0,4,2,1435.5
2021-02-27,2,24,65.25,0,5,2,1566.0
2021-02-28,2,24,65.25,0,6,2,1566.0
2021-03-01,2,30,65.25,0,0,3,1957.5
2021-03-02,2,35,65.25,0,1,3,2283.75
2021-03-03,2,30,65.25,0,2,3,1957.5
2021-03-04,2,28,65.25,0,3,3,1827.0
2021-03-05,2,29,65.25,0,4,3,1892.25
2021-03-06,2,40,52.2,1,5,3,2088.0
2021-03-07,2,22,65.25,0,6,3,1435.5
2021-03-08,2,30,65.25,0,0,3,1957.5
2021-03-09,2,37,65.25,0,1,3,2414.25
2021-03-10,2,36,65.25,0,2,3,2349.0
2021-03-11,2,32,65.25,0,3,3,2088.0
2021-03-12,2,25,65.25,0,4,3,1631.25
2021-03-13,2,42,52.2,1,5,3,2192.4
2021-03-14,2,26,65.25,0,6,3,1696.5
2021-03-15,2,31,65.25,0,0,3,2022.75
2021-03-16,2,36,65.25,0,1,3,2349.0
2021-03-17,2,33,65.25,0,2,3,2153.25
2021-03-18,2,33,65.25,0,3,3,2153.25
2021-03-19,2,27,65.25,0,4,3,1761.75
2021-03-20,2,23,65.25,0,5,3,1500.75
2021-03-21,2,26,65.25,0,6,3,1696.5
2021-03-22,2,27,65.25,0,0,3,1761.75
2021-03-23,2,31,65.25,0,1,3,2022.75
2021-03-24,2,38,65.25,0,2,3,2479.5
2021-03-25,2,31,65.25,0,3,3,2022.75
2021-03-26,2,27,65.25,0,4,3,1761.75
2021-03-27,2,19,65.25,0,5,3,1239.75
2021-03-28,2,41,52.2,1,6,3,2140.2000000000003
2021-03-29,2,47,52.2,1,0,3,2453.4
2021-03-30,2,37,65.25,0,1,3,2414.25
2021-03-31,2,37,65.25,0,2,3,2414.25
2021-04-01,2,28,65.25,0,3,4,1827.0
2021-04-02,2,28,65.25,0,4,4,1827.0
2021-04-03,2,23,65.25,0,5,4,1500.75
2021-04-04,2,23,65.25,0,6,4,1500.75
2021-04-05,2,32,65.25,0,0,4,2088.0
2021-04-06,2,40,65.25,0,1,4,2610.0
2021-04-07,2,41,65.25,0,2,4,2675.25
2021-04-08,2,35,65.25,0,3,4,2283.75
2021-04-09,2,28,65.25,0,4,4,1827.0
2021-04-10,2,24,65.25,0,5,4,1566.0
2021-04-11,2,36,52.2,1,6,4,1879.2
2021-04-12,2,29,65.25,0,0,4,1892.25
2021-04-13,2,55,52.2,1,1,4,2871.0
2021-04-14,2,42,65.25,0,2,4,2740.5
2021-04-15,2,30,65.25,0,3,4,1957.5
2021-04-16,2,22,65.25,0,4,4,1435.5
2021-04-17,2,23,65.25,0,5,4,1500.75
2021-04-18,2,28,65.25,0,6,4,1827.0
2021-04-19,2,51,52.2,1,0,4,2662.2000000000003
2021-04-20,2,39,65.25,0,1,4,2544.75
2021-04-21,2,40,65.25,0,2,4,2610.0
2021-04-22,2,30,65.25,0,3,4,1957.5
2021-04-23,2,25,65.25,0,4,4,1631.25
2021-04-24,2,32,52.2,1,5,4,1670.4
2021-04-25,2,23,65.25,0,6,4,1500.75
2021-04-26,2,33,65.25,0,0,4,2153.25
2021-04-27,2,39,65.25,0,1,4,2544.75
2021-04-28,2,37,65.25,0,2,4,2414.25
2021-04-29,2,32,65.25,0,3,4,2088.0
2021-04-30,2,24,65.25,0,4,4,1566.0
2021-05-01,2,23,65.25,0,5,5,1500.75
2021-05-02,2,26,65.25,0,6,5,1696.5
2021-05-03,2,25,65.25,0,0,5,1631.25
2021-05-04,2,37,65.25,0,1,5,2414.25
2021-05-05,2,34,65.25,0,2,5,2218.5
2021-05-06,2,34,65.25,0,3,5,2218.5
2021-05-07,2,27,65.25,0,4,5,1761.75
2021-05-08,2,24,65.25,0,5,5,1566.0
2021-05-09,2,22,65.25,0,6,5,1435.5
2021-05-10,2,42,52.2,1,0,5,2192.4
2021-05-11,2,35,65.25,0,1,5,2283.75
2021-05-12,2,34,65.25,0,2,5,2218.5
2021-05-13,2,28,65.25,0,3,5,1827.0
2021-05-14,2,27,65.25,0,4,5,1761.75
2021-05-15,2,24,65.25,0,5,5,1566.0
2021-05-16,2,28,65.25,0,6,5,1827.0
2021-05-17,2,32,65.25,0,0,5,2088.0
2021-05-18,2,49,52.2,1,1,5,2557.8
2021-05-19,2,32,65.25,0,2,5,2088.0
2021-05-20,2,30,65.25,0,3,5,1957.5
2021-05-21,2,24,65.25,0,4,5,1566.0
2021-05-22,2,24,65.25,0,5,5,1566.0
2021-05-23,2,39,52.2,1,6,5,2035.8000000000002
2021-05-24,2,46,52.2,1,0,5,2401.2000000000003
2021-05-25,2,31,65.25,0,1,5,2022.75
2021-05-26,2,32,65.25,0,2,5,2088.0
2021-05-27,2,29,65.25,0,3,5,1892.25
2021-05-28,2,19,65.25,0,4,5,1239.75
2021-05-29,2,18,65.25,0,5,5,1174.5
2021-05-30,2,23,65.25,0,6,5,1500.75
2021-05-31,2,28,65.25,0,0,5,1827.0
2021-06-01,2,33,65.25,0,1,6,2153.25
2021-06-02,2,30,65.25,0,2,6,1957.5
2021-06-03,2,28,65.25,0,3,6,1827.0
2021-06-04,2,24,65.25,0,4,6,1566.0
2021-06-05,2,20,65.25,0,5,6,1305.0
2021-06-06,2,24,65.25,0,6,6,1566.0
2021-06-07,2,23,65.25,0,0,6,1500.75
2021-06-08,2,27,65.25,0,1,6,1761.75
2021-06-09,2,46,52.2,1,2,6,2401.2000000000003
2021-06-10,2,24,65.25,0,3,6,1566.0
2021-06-11,2,18,65.25,0,4,6,1174.5
2021-06-12,2,16,65.25,0,5,6,1044.0
2021-06-13,2,21,65.25,0,6,6,1370.25
2021-06-14,2,28,65.25,0,0,6,1827.0
2021-06-15,2,32,65.25,0,1,6,2088.0
2021-06-16,2,35,65.25,0,2,6,2283.75
2021-06-17,2,28,65.25,0,3,6,1827.0
2021-06-18,2,24,65.25,0,4,6,1566.0
2021-06-19,2,19,65.25,0,5,6,1239.75
2021-06-20,2,31,52.2,1,6,6,1618.2
2021-06-21,2,44,52.2,1,0,6,2296.8
2021-06-22,2,44,52.2,1,1,6,2296.8
2021-06-23,2,45,52.2,1,2,6,2349.0
2021-06-24,2,23,65.25,0,3,6,1500.75
2021-06-25,2,24,65.25,0,4,6,1566.0
2021-06-26,2,22,65.25,0,5,6,1435.5
2021-06-27,2,24,65.25,0,6,6,1566.0
2021-06-28,2,26,65.25,0,0,6,1696.5
2021-06-29,2,27,65.25,0,1,6,1761.75
2021-06-30,2,28,65.25,0,2,6,1827.0
2021-07-01,2,26,65.25,0,3,7,1696.5
2021-07-02,2,22,65.25,0,4,7,1435.5
2021-07-03,2,32,52.2,1,5,7,1670.4
2021-07-04,2,23,65.25,0,6,7,1500.75
2021-07-05,2,26,65.25,0,0,7,1696.5
2021-07-06,2,33,65.25,0,1,7,2153.25
2021-07-07,2,20,65.25,0,2,7,1305.0
2021-07-08,2,36,52.2,1,3,7,1879.2
2021-07-09,2,31,52.2,1,4,7,1618.2
2021-07-10,2,16,65.25,0,5,7,1044.0
2021-07-11,2,16,65.25,0,6,7,1044.0
2021-07-12,2,17,65.25,0,0,7,1109.25
2021-07-13,2,25,65.25,0,1,7,1631.25
2021-07-14,2,42,52.2,1,2,7,2192.4
2021-07-15,2,26,65.25,0,3,7,1696.5
2021-07-16,2,18,65.25,0,4,7,1174.5
2021-07-17,2,18,65.25,0,5,7,1174.5
2021-07-18,2,22,65.25,0,6,7,1435.5
2021-07-19,2,17,65.25,0,0,7,1109.25
2021-07-20,2,24,65.25,0,1,7,1566.0
2021-07-21,2,26,65.25,0,2,7,1696.5
2021-07-22,2,23,65.25,0,3,7,1500.75
2021-07-23,2,22,65.25,0,4,7,1435.5
2021-07-24,2,12,65.25,0,5,7,783.0
2021-07-25,2,15,65.25,0,6,7,978.75
2021-07-26,2,23,65.25,0,0,7,1500.75
2021-07-27,2,19,65.25,0,1,7,1239.75
2021-07-28,2,39,52.2,1,2,7,2035.8000000000002
2021-07-29,2,35,52.2,1,3,7,1827.0
2021-07-30,2,21,65.25,0,4,7,1370.25
2021-07-31,2,15,65.25,0,5,7,978.75
2021-08-01,2,19,65.25,0,6,8,1239.75
2021-08-02,2,27,52.2,1,0,8,1409.4
2021-08-03,2,22,65.25,0,1,8,1435.5
2021-08-04,2,24,65.25,0,2,8,1566.0
2021-08-05,2,19,65.25,0,3,8,1239.75
2021-08-06,2,19,65.25,0,4,8,1239.75
2021-08-07,2,12,65.25,0,5,8,783.0
2021-08-08,2,17,65.25,0,6,8,1109.25
2021-08-09,2,25,65.25,0,0,8,1631.25
2021-08-10,2,19,65.25,0,1,8,1239.75
2021-08-11,2,23,65.25,0,2,8,1500.75
2021-08-12,2,16,65.25,0,3,8,1044.0
2021-08-13,2,24,52.2,1,4,8,1252.8000000000002
2021-08-14,2,17,65.25,0,5,8,1109.25
2021-08-15,2,23,52.2,1,6,8,1200.6000000000001
2021-08-16,2,21,65.25,0,0,8,1370.25
2021-08-17,2,23,65.25,0,1,8,1500.75
2021-08-18,2,22,65.25,0,2,8,1435.5
2021-08-19,2,17,65.25,0,3,8,1109.25
2021-08-20,2,19,65.25,0,4,8,1239.75
2021-08-21,2,16,65.25,0,5,8,1044.0
2021-08-22,2,11,65.25,0,6,8,717.75
2021-08-23,2,24,52.2,1,0,8,1252.8000000000002
2021-08-24,2,23,52.2,1,1,8,1200.6000000000001
2021-08-25,2,18,65.25,0,2,8,1174.5
2021-08-26,2,19,65.25,0,3,8,1239.75
2021-08-27,2,21,52.2,1,4,8,1096.2
2021-08-28,2,19,52.2,1,5,8,991.8000000000001
2021-08-29,2,19,65.25,0,6,8,1239.75
2021-08-30,2,21,65.25,0,0,8,1370.25
2021-08-31,2,18,65.25,0,1,8,1174.5
2021-09-01,2,23,65.25,0,2,9,1500.75
2021-09-02,2,23,65.25,0,3,9,1500.75
2021-09-03,2,18,65.25,0,4,9,1174.5
2021-09-04,2,15,65.25,0,5,9,978.75
2021-09-05,2,18,65.25,0,6,9,1174.5
2021-09-06,2,20,65.25,0,0,9,1305.0
2021-09-07,2,16,65.25,0,1,9,1044.0
2021-09-08,2,20,65.25,0,2,9,1305.0
2021-09-09,2,17,65.25,0,3,9,1109.25
2021-09-10,2,19,65.25,0,4,9,1239.75
2021-09-11,2,19,52.2,1,5,9,991.8000000000001
2021-09-12,2,12,65.25,0,6,9,783.0
2021-09-13,2,20,65.25,0,0,9,1305.0
2021-09-14,2,20,65.25,0,1,9,1305.0
2021-09-15,2,37,52.2,1,2,9,1931.4
2021-09-16,2,16,65.25,0,3,9,1044.0
2021-09-17,2,22,52.2,1,4,9,1148.4
2021-09-18,2,17,65.25,0,5,9,1109.25
2021-09-19,2,10,65.25,0,6,9,652.5
2021-09-20,2,21,65.25,0,0,9,1370.25
2021-09-21,2,16,65.25,0,1,9,1044.0
2021-09-22,2,22,65.25,0,2,9,1435.5
2021-09-23,2,13,65.25,0,3,9,848.25
2021-09-24,2,15,65.25,0,4,9,978.75
2021-09-25,2,9,65.25,0,5,9,587.25
2021-09-26,2,20,65.25,0,6,9,1305.0
2021-09-27,2,14,65.25,0,0,9,913.5
2021-09-28,2,17,65.25,0,1,9,1109.25
2021-09-29,2,32,52.2,1,2,9,1670.4
2021-09-30,2,16,65.25,0,3,9,1044.0
2021-10-01,2,17,65.25,0,4,10,1109.25
2021-10-02,2,11,65.25,0,5,10,717.75
2021-10-03,2,12,65.25,0,6,10,783.0
2021-10-04,2,17,65.25,0,0,10,1109.25
2021-10-05,2,26,52.2,1,1,10,1357.2
2021-10-06,2,21,65.25,0,2,10,1370.25
2021-10-07,2,21,65.25,0,3,10,1370.25
2021-10-08,2,17,65.25,0,4,10,1109.25
2021-10-09,2,16,65.25,0,5,10,1044.0
2021-10-10,2,16,52.2,1,6,10,835.2
2021-10-11,2,16,65.25,0,0,10,1044.0
2021-10-12,2,19,65.25,0,1,10,1239.75
2021-10-13,2,35,52.2,1,2,10,1827.0
2021-10-14,2,26,52.2,1,3,10,1357.2
2021-10-15,2,9,65.25,0,4,10,587.25
2021-10-16,2,11,65.25,0,5,10,717.75
2021-10-17,2,12,65.25,0,6,10,783.0
2021-10-18,2,11,65.25,0,0,10,717.75
2021-10-19,2,23,65.25,0,1,10,1500.75
2021-10-20,2,26,52.2,1,2,10,1357.2
2021-10-21,2,20,65.25,0,3,10,1305.0
2021-10-22,2,13,65.25,0,4,10,848.25
2021-10-23,2,18,65.25,0,5,10,1174.5
2021-10-24,2,14,65.25,0,6,10,913.5
2021-10-25,2,16,65.25,0,0,10,1044.0
2021-10-26,2,22,65.25,0,1,10,1435.5
2021-10-27,2,18,65.25,0,2,10,1174.5
2021-10-28,2,21,65.25,0,3,10,1370.25
2021-10-29,2,15,65.25,0,4,10,978.75
2021-10-30,2,12,65.25,0,5,10,783.0
2021-10-31,2,15,65.25,0,6,10,978.75
2021-11-01,2,24,52.2,1,0,11,1252.8000000000002
2021-11-02,2,20,65.25,0,1,11,1305.0
2021-11-03,2,23,65.25,0,2,11,1500.75
2021-11-04,2,13,65.25,0,3,11,848.25
2021-11-05,2,20,65.25,0,4,11,1305.0
2021-11-06,2,17,65.25,0,5,11,1109.25
2021-11-07,2,10,65.25,0,6,11,652.5
2021-11-08,2,12,65.25,0,0,11,783.0
2021-11-09,2,24,65.25,0,1,11,1566.0
2021-11-10,2,24,65.25,0,2,11,1566.0
2021-11-11,2,22,65.25,0,3,11,1435.5
2021-11-12,2,13,65.25,0,4,11,848.25
2021-11-13,2,21,65.25,0,5,11,1370.25
2021-11-14,2,14,65.25,0,6,11,913.5
2021-11-15,2,20,65.25,0,0,11,1305.0
2021-11-16,2,23,65.25,0,1,11,1500.75
2021-11-17,2,28,65.25,0,2,11,1827.0
2021-11-18,2,21,65.25,0,3,11,1370.25
2021-11-19,2,19,65.25,0,4,11,1239.75
2021-11-20,2,15,65.25,0,5,11,978.75
2021-11-21,2,21,52.2,1,6,11,1096.2
2021-11-22,2,13,65.25,0,0,11,848.25
2021-11-23,2,23,65.25,0,1,11,1500.75
2021-11-24,2,19,65.25,0,2,11,1239.75
2021-11-25,2,23,65.25,0,3,11,1500.75
2021-11-26,2,19,65.25,0,4,11,1239.75
2021-11-27,2,17,65.25,0,5,11,1109.25
2021-11-28,2,14,65.25,0,6,11,913.5
2021-11-29,2,23,65.25,0,0,11,1500.75
2021-11-30,2,25,65.25,0,1,11,1631.25
2021-12-01,2,21,65.25,0,2,12,1370.25
2021-12-02,2,29,65.25,0,3,12,1892.25
2021-12-03,2,18,65.25,0,4,12,1174.5
2021-12-04,2,13,65.25,0,5,12,848.25
2021-12-05,2,15,65.25,0,6,12,978.75
2021-12-06,2,17,65.25,0,0,12,1109.25
2021-12-07,2,41,52.2,1,1,12,2140.2000000000003
2021-12-08,2,29,65.25,0,2,12,1892.25
2021-12-09,2,26,65.25,0,3,12,1696.5
2021-12-10,2,21,65.25,0,4,12,1370.25
2021-12-11,2,21,65.25,0,5,12,1370.25
2021-12-12,2,18,65.25,0,6,12,1174.5
2021-12-13,2,23,65.25,0,0,12,1500.75
2021-12-14,2,23,65.25,0,1,12,1500.75
2021-12-15,2,26,65.25,0,2,12,1696.5
2021-12-16,2,26,65.25,0,3,12,1696.5
2021-12-17,2,11,65.25,0,4,12,717.75
2021-12-18,2,16,65.25,0,5,12,1044.0
2021-12-19,2,20,65.25,0,6,12,1305.0
2021-12-20,2,23,65.25,0,0,12,1500.75
2021-12-21,2,25,65.25,0,1,12,1631.25
2021-12-22,2,29,65.25,0,2,12,1892.25
2021-12-23,2,23,65.25,0,3,12,1500.75
2021-12-24,2,18,65.25,0,4,12,1174.5
2021-12-25,2,22,65.25,0,5,12,1435.5
2021-12-26,2,23,65.25,0,6,12,1500.75
2021-12-27,2,22,65.25,0,0,12,1435.5
2021-12-28,2,27,65.25,0,1,12,1761.75
2021-12-29,2,31,65.25,0,2,12,2022.75
2021-12-30,2,26,65.25,0,3,12,1696.5
2021-12-31,2,24,65.25,0,4,12,1566.0
2022-01-01,2,21,65.25,0,5,1,1370.25
2022-01-02,2,20,65.25,0,6,1,1305.0
2022-01-03,2,26,65.25,0,0,1,1696.5
2022-01-04,2,40,52.2,1,1,1,2088.0
2022-01-05,2,31,65.25,0,2,1,2022.75
2022-01-06,2,27,65.25,0,3,1,1761.75
2022-01-07,2,22,65.25,0,4,1,1435.5
2022-01-08,2,17,65.25,0,5,1,1109.25
2022-01-09,2,22,65.25,0,6,1,1435.5
2022-01-10,2,26,65.25,0,0,1,1696.5
2022-01-11,2,27,65.25,0,1,1,1761.75
2022-01-12,2,26,65.25,0,2,1,1696.5
2022-01-13,2,23,65.25,0,3,1,1500.75
2022-01-14,2,23,65.25,0,4,1,1500.75
2022-01-15,2,22,65.25,0,5,1,1435.5
2022-01-16,2,28,65.25,0,6,1,1827.0
2022-01-17,2,26,65.25,0,0,1,1696.5
2022-01-18,2,26,65.25,0,1,1,1696.5
2022-01-19,2,31,65.25,0,2,1,2022.75
2022-01-20,2,33,65.25,0,3,1,2153.25
2022-01-21,2,35,52.2,1,4,1,1827.0
2022-01-22,2,25,65.25,0,5,1,1631.25
2022-01-23,2,23,65.25,0,6,1,1500.75
2022-01-24,2,29,65.25,0,0,1,1892.25
2022-01-25,2,37,65.25,0,1,1,2414.25
2022-01-26,2,27,65.25,0,2,1,1761.75
2022-01-27,2,33,65.25,0,3,1,2153.25
2022-01-28,2,25,65.25,0,4,1,1631.25
2022-01-29,2,20,65.25,0,5,1,1305.0
2022-01-30,2,23,65.25,0,6,1,1500.75
2022-01-31,2,33,65.25,0,0,1,2153.25
2022-02-01,2,37,65.25,0,1,2,2414.25
2022-02-02,2,28,65.25,0,2,2,1827.0
2022-02-03,2,29,65.25,0,3,2,1892.25
2022-02-04,2,29,65.25,0,4,2,1892.25
2022-02-05,2,23,65.25,0,5,2,1500.75
2022-02-06,2,24,65.25,0,6,2,1566.0
2022-02-07,2,24,65.25,0,0,2,1566.0
2022-02-08,2,31,65.25,0,1,2,2022.75
2022-02-09,2,31,65.25,0,2,2,2022.75
2022-02-10,2,27,65.25,0,3,2,1761.75
2022-02-11,2,23,65.25,0,4,2,1500.75
2022-02-12,2,33,52.2,1,5,2,1722.6000000000001
2022-02-13,2,23,65.25,0,6,2,1500.75
2022-02-14,2,27,65.25,0,0,2,1761.75
2022-02-15,2,37,65.25,0,1,2,2414.25
2022-02-16,2,33,65.25,0,2,2,2153.25
2022-02-17,2,53,52.2,1,3,2,2766.6000000000004
2022-02-18,2,26,65.25,0,4,2,1696.5
2022-02-19,2,25,65.25,0,5,2,1631.25
2022-02-20,2,27,65.25,0,6,2,1761.75
2022-02-21,2,27,65.25,0,0,2,1761.75
2022-02-22,2,34,65.25,0,1,2,2218.5
2022-02-23,2,35,65.25,0,2,2,2283.75
2022-02-24,2,34,65.25,0,3,2,2218.5
2022-02-25,2,27,65.25,0,4,2,1761.75
2022-02-26,2,22,65.25,0,5,2,1435.5
2022-02-27,2,26,65.25,0,6,2,1696.5
2022-02-28,2,32,65.25,0,0,2,2088.0
2022-03-01,2,41,65.25,0,1,3,2675.25
2022-03-02,2,37,65.25,0,2,3,2414.25
2022-03-03,2,34,65.25,0,3,3,2218.5
2022-03-04,2,30,65.25,0,4,3,1957.5
2022-03-05,2,22,65.25,0,5,3,1435.5
2022-03-06,2,21,65.25,0,6,3,1370.25
2022-03-07,2,30,65.25,0,0,3,1957.5
2022-03-08,2,57,52.2,1,1,3,2975.4
2022-03-09,2,41,65.25,0,2,3,2675.25
2022-03-10,2,28,65.25,0,3,3,1827.0
2022-03-11,2,31,65.25,0,4,3,2022.75
2022-03-12,2,19,65.25,0,5,3,1239.75
2022-03-13,2,28,65.25,0,6,3,1827.0
2022-03-14,2,33,65.25,0,0,3,2153.25
2022-03-15,2,31,65.25,0,1,3,2022.75
2022-03-16,2,41,65.25,0,2,3,2675.25
2022-03-17,2,40,65.25,0,3,3,2610.0
2022-03-18,2,29,65.25,0,4,3,1892.25
2022-03-19,2,26,65.25,0,5,3,1696.5
2022-03-20,2,31,65.25,0,6,3,2022.75
2022-03-21,2,28,65.25,0,0,3,1827.0
2022-03-22,2,33,65.25,0,1,3,2153.25
2022-03-23,2,55,52.2,1,2,3,2871.0
2022-03-24,2,35,65.25,0,3,3,2283.75
2022-03-25,2,29,65.25,0,4,3,1892.25
2022-03-26,2,37,52.2,1,5,3,1931.4
2022-03-27,2,26,65.25,0,6,3,1696.5
2022-03-28,2,30,65.25,0,0,3,1957.5
2022-03-29,2,54,52.2,1,1,3,2818.8
2022-03-30,2,55,52.2,1,2,3,2871.0
2022-03-31,2,32,65.25,0,3,3,2088.0
2022-04-01,2,23,65.25,0,4,4,1500.75
2022-04-02,2,25,65.25,0,5,4,1631.25
2022-04-03,2,21,65.25,0,6,4,1370.25
2022-04-04,2,34,65.25,0,0,4,2218.5
2022-04-05,2,35,65.25,0,1,4,2283.75
2022-04-06,2,38,65.25,0,2,4,2479.5
2022-04-07,2,34,65.25,0,3,4,2218.5
2022-04-08,2,28,65.25,0,4,4,1827.0
2022-04-09,2,29,65.25,0,5,4,1892.25
2022-04-10,2,23,65.25,0,6,4,1500.75
2022-04-11,2,27,65.25,0,0,4,1761.75
2022-04-12,2,37,65.25,0,1,4,2414.25
2022-04-13,2,37,65.25,0,2,4,2414.25
2022-04-14,2,36,65.25,0,3,4,2349.0
2022-04-15,2,31,65.25,0,4,4,2022.75
2022-04-16,2,22,65.25,0,5,4,1435.5
2022-04-17,2,29,65.25,0,6,4,1892.25
2022-04-18,2,29,65.25,0,0,4,1892.25
2022-04-19,2,55,52.2,1,1,4,2871.0
2022-04-20,2,34,65.25,0,2,4,2218.5
2022-04-21,2,35,65.25,0,3,4,2283.75
2022-04-22,2,29,65.25,0,4,4,1892.25
2022-04-23,2,22,65.25,0,5,4,1435.5
2022-04-24,2,22,65.25,0,6,4,1435.5
2022-04-25,2,34,65.25,0,0,4,2218.5
2022-04-26,2,35,65.25,0,1,4,2283.75
2022-04-27,2,41,65.25,0,2,4,2675.25
2022-04-28,2,32,65.25,0,3,4,2088.0
2022-04-29,2,32,65.25,0,4,4,2088.0
2022-04-30,2,22,65.25,0,5,4,1435.5
2022-05-01,2,31,65.25,0,6,5,2022.75
2022-05-02,2,32,65.25,0,0,5,2088.0
2022-05-03,2,37,65.25,0,1,5,2414.25
2022-05-04,2,34,65.25,0,2,5,2218.5
2022-05-05,2,36,65.25,0,3,5,2349.0
2022-05-06,2,30,65.25,0,4,5,1957.5
2022-05-07,2,24,65.25,0,5,5,1566.0
2022-05-08,2,19,65.25,0,6,5,1239.75
2022-05-09,2,27,65.25,0,0,5,1761.75
2022-05-10,2,32,65.25,0,1,5,2088.0
2022-05-11,2,38,65.25,0,2,5,2479.5
2022-05-12,2,32,65.25,0,3,5,2088.0
2022-05-13,2,26,65.25,0,4,5,1696.5
2022-05-14,2,35,52.2,1,5,5,1827.0
2022-05-15,2,30,65.25,0,6,5,1957.5
2022-05-16,2,30,65.25,0,0,5,1957.5
2022-05-17,2,35,65.25,0,1,5,2283.75
2022-05-18,2,52,52.2,1,2,5,2714.4
2022-05-19,2,32,65.25,0,3,5,2088.0
2022-05-20,2,24,65.25,0,4,5,1566.0
2022-05-21,2,25,65.25,0,5,5,1631.25
2022-05-22,2,21,65.25,0,6,5,1370.25
2022-05-23,2,32,65.25,0,0,5,2088.0
2022-05-24,2,32,65.25,0,1,5,2088.0
2022-05-25,2,38,65.25,0,2,5,2479.5
2022-05-26,2,37,65.25,0,3,5,2414.25
2022-05-27,2,27,65.25,0,4,5,1761.75
2022-05-28,2,27,65.25,0,5,5,1761.75
2022-05-29,2,27,65.25,0,6,5,1761.75
2022-05-30,2,24,65.25,0,0,5,1566.0
2022-05-31,2,33,65.25,0,1,5,2153.25
2022-06-01,2,36,65.25,0,2,6,2349.0
2022-06-02,2,33,65.25,0,3,6,2153.25
2022-06-03,2,26,65.25,0,4,6,1696.5
2022-06-04,2,23,65.25,0,5,6,1500.75
2022-06-05,2,24,65.25,0,6,6,1566.0
2022-06-06,2,28,65.25,0,0,6,1827.0
2022-06-07,2,29,65.25,0,1,6,1892.25
2022-06-08,2,32,65.25,0,2,6,2088.0
2022-06-09,2,26,65.25,0,3,6,1696.5
2022-06-10,2,36,52.2,1,4,6,1879.2
2022-06-11,2,20,65.25,0,5,6,1305.0
2022-06-12,2,21,65.25,0,6,6,1370.25
2022-06-13,2,24,65.25,0,0,6,1566.0
2022-06-14,2,32,65.25,0,1,6,2088.0
2022-06-15,2,47,52.2,1,2,6,2453.4
2022-06-16,2,28,65.25,0,3,6,1827.0
2022-06-17,2,20,65.25,0,4,6,1305.0
2022-06-18,2,20,65.25,0,5,6,1305.0
2022-06-19,2,26,65.25,0,6,6,1696.5
2022-06-20,2,30,65.25,0,0,6,1957.5
2022-06-21,2,31,65.25,0,1,6,2022.75
2022-06-22,2,30,65.25,0,2,6,1957.5
2022-06-23,2,30,65.25,0,3,6,1957.5
2022-06-24,2,22,65.25,0,4,6,1435.5
2022-06-25,2,20,65.25,0,5,6,1305.0
2022-06-26,2,19,65.25,0,6,6,1239.75
2022-06-27,2,41,52.2,1,0,6,2140.2000000000003
